uniprot,EnsemblGeneID,genename,Description,MitoList,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,HPA_Main_Location_2020 (Reliability),complex,CI,CII,CIII,CIV,CV,mtRibo
Q9UN76,ENSG00000268104,SLC6A14,solute carrier family 6 member 14,NonMito,,,Vesicles (Approved),Other,,,,,,
Q9H2J7,ENSG00000072041,SLC6A15,solute carrier family 6 member 15,NonMito,,,Nucleoli (Approved),Other,,,,,,
Q9GZN6,ENSG00000063127,SLC6A16,solute carrier family 6 member 16,NonMito,,,Golgi apparatus (Supported),Other,,,,,,
Q9H1V8,ENSG00000197106,SLC6A17,solute carrier family 6 member 17,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q96N87,ENSG00000164363,SLC6A18,solute carrier family 6 member 18,NonMito,,,,Other,,,,,,
Q695T7,ENSG00000174358,SLC6A19,solute carrier family 6 member 19,NonMito,,,,Other,,,,,,
P23975,ENSG00000103546,SLC6A2,solute carrier family 6 member 2,NonMito,,,Cytosol (Approved),Other,,,,,,
Q9NP91,ENSG00000163817,SLC6A20,solute carrier family 6 member 20,NonMito,,,,Other,,,,,,
Q01959,ENSG00000142319|ENSG00000276996,SLC6A3,solute carrier family 6 member 3,NonMito,,,Vesicles (Approved),Other,,,,,,
P31645,ENSG00000108576,SLC6A4,solute carrier family 6 member 4,NonMito,,,Golgi apparatus;Vesicles (Supported),Other,,,,,,
Q9Y345,ENSG00000165970,SLC6A5,solute carrier family 6 member 5,NonMito,,,,Other,,,,,,
P31641,ENSG00000131389,SLC6A6,solute carrier family 6 member 6,NonMito,,,Cell Junctions;Cytosol (Approved),Other,,,,,,
Q99884,ENSG00000011083,SLC6A7,solute carrier family 6 member 7,NonMito,,,,Other,,,,,,
P48029,ENSG00000130821,SLC6A8,solute carrier family 6 member 8,NonMito,,,,Other,,,,,,
P48067,ENSG00000196517,SLC6A9,solute carrier family 6 member 9,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
P30825,ENSG00000139514,SLC7A1,solute carrier family 7 member 1,NonMito,,,,Other,,,,,,
Q9NS82,ENSG00000130876,SLC7A10,solute carrier family 7 member 10,NonMito,,,Nucleoli;Nucleoplasm (Uncertain),Other,,,,,,
Q9UPY5,ENSG00000151012,SLC7A11,solute carrier family 7 member 11,NonMito,,,Vesicles (Approved),Other,,,,,,
Q8TCU3,ENSG00000164893,SLC7A13,solute carrier family 7 member 13,NonMito,,,,Other,,,,,,
Q8TBB6,ENSG00000013293,SLC7A14,solute carrier family 7 member 14,NonMito,,,Cytosol;Vesicles (Approved),Other,,,,,,
P52569,ENSG00000003989,SLC7A2,solute carrier family 7 member 2,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q8WY07,ENSG00000165349,SLC7A3,solute carrier family 7 member 3,NonMito,,,,Other,,,,,,
O43246,ENSG00000099960,SLC7A4,solute carrier family 7 member 4,NonMito,,,,Other,,,,,,
Q01650,ENSG00000103257,SLC7A5,solute carrier family 7 member 5,NonMito,,,Cytosol;Plasma membrane (Supported),Other,,,,,,
Q92536,ENSG00000103064,SLC7A6,solute carrier family 7 member 6,NonMito,,,Plasma membrane (Approved),Other,,,,,,
Q96CW6,ENSG00000103061,SLC7A6OS,solute carrier family 7 member 6 opposite strand,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9UM01,ENSG00000155465,SLC7A7,solute carrier family 7 member 7,NonMito,,,,Other,,,,,,
Q9UHI5,ENSG00000092068,SLC7A8,solute carrier family 7 member 8,NonMito,,,,Other,,,,,,
P82251,ENSG00000021488,SLC7A9,solute carrier family 7 member 9,NonMito,,,,Other,,,,,,
P32418,ENSG00000183023,SLC8A1,solute carrier family 8 member A1,NonMito,,,Nucleoplasm;Plasma membrane (Supported),Other,,,,,,
Q9UPR5,ENSG00000118160,SLC8A2,solute carrier family 8 member A2,NonMito,,,,Other,,,,,,
P57103,ENSG00000100678,SLC8A3,solute carrier family 8 member A3,NonMito,,,,Other,,,,,,
Q6J4K2,ENSG00000089060,SLC8B1,solute carrier family 8 member B1,Mito,MIM,Signaling;Calcium homeostasis;Calcium cycle;Small molecule transport,,Other,,,,,,
P19634,ENSG00000090020,SLC9A1,solute carrier family 9 member A1,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q9UBY0,ENSG00000115616,SLC9A2,solute carrier family 9 member A2,NonMito,,,Cell Junctions (Supported),Other,,,,,,
P48764,ENSG00000066230|ENSG00000281861,SLC9A3,solute carrier family 9 member A3,NonMito,,,Plasma membrane (Supported),Other,,,,,,
O14745,ENSG00000109062,SLC9A3R1,SLC9A3 regulator 1,NonMito,,,Plasma membrane (Approved),Other,,,,,,
Q15599,ENSG00000065054,SLC9A3R2,SLC9A3 regulator 2,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q6AI14,ENSG00000180251,SLC9A4,solute carrier family 9 member A4,NonMito,,,Nucleoplasm;Plasma membrane (Approved),Other,,,,,,
Q14940,ENSG00000135740,SLC9A5,solute carrier family 9 member A5,NonMito,,,Cytosol (Approved),Other,,,,,,
Q92581,ENSG00000198689,SLC9A6,solute carrier family 9 member A6,NonMito,,,Vesicles (Supported),Other,,,,,,
Q96T83,ENSG00000065923,SLC9A7,solute carrier family 9 member A7,NonMito,,,Vesicles (Supported),Other,,,,,,
Q9Y2E8,ENSG00000197818,SLC9A8,solute carrier family 9 member A8,NonMito,,,,Other,,,,,,
Q8IVB4,ENSG00000181804,SLC9A9,solute carrier family 9 member A9,NonMito,,,,Other,,,,,,
Q4ZJI4,ENSG00000164037,SLC9B1,solute carrier family 9 member B1,NonMito,,,Mitochondria (Supported),Other,,,,,,
Q86UD5,ENSG00000164038,SLC9B2,solute carrier family 9 member B2,NonMito,,,Cell Junctions;Nucleoplasm (Approved),Other,,,,,,
Q4G0N8,ENSG00000172139|ENSG00000285044,SLC9C1,solute carrier family 9 member C1,NonMito,,,,Other,,,,,,
Q5TAH2,ENSG00000162753,SLC9C2,solute carrier family 9 member C2 (putative),NonMito,,,,Other,,,,,,
P46721,ENSG00000084453,SLCO1A2,solute carrier organic anion transporter family member 1A2,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q9Y6L6,ENSG00000134538,SLCO1B1,solute carrier organic anion transporter family member 1B1,NonMito,,,,Other,,,,,,
Q9NPD5,ENSG00000111700,SLCO1B3,solute carrier organic anion transporter family member 1B3,NonMito,,,Plasma membrane (Supported),Other,,,,,,
G3V0H7,ENSG00000205754,SLCO1B7,solute carrier organic anion transporter family member 1B7 (putative),NonMito,,,,Other,,,,,,
Q9NYB5,ENSG00000139155,SLCO1C1,solute carrier organic anion transporter family member 1C1,NonMito,,,,Other,,,,,,
Q92959,ENSG00000174640,SLCO2A1,solute carrier organic anion transporter family member 2A1,NonMito,,,,Other,,,,,,
O94956,ENSG00000137491,SLCO2B1,solute carrier organic anion transporter family member 2B1,NonMito,,,,Other,,,,,,
Q9UIG8,ENSG00000176463,SLCO3A1,solute carrier organic anion transporter family member 3A1,NonMito,,,,Other,,,,,,
Q96BD0,ENSG00000101187,SLCO4A1,solute carrier organic anion transporter family member 4A1,NonMito,,,Cell Junctions (Supported),Other,,,,,,
Q6ZQN7,ENSG00000173930,SLCO4C1,solute carrier organic anion transporter family member 4C1,NonMito,,,Plasma membrane (Approved),Other,,,,,,
Q9H2Y9,ENSG00000137571,SLCO5A1,solute carrier organic anion transporter family member 5A1,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q86UG4,ENSG00000205359,SLCO6A1,solute carrier organic anion transporter family member 6A1,NonMito,,,,Other,,,,,,
Q9BQI6,ENSG00000133302,SLF1,SMC5-SMC6 complex localization factor 1,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q8IX21,ENSG00000119906,SLF2,SMC5-SMC6 complex localization factor 2,NonMito,,,Nucleoplasm;Vesicles (Supported),Other,,,,,,
Q7Z7L1,ENSG00000172716,SLFN11,schlafen family member 11,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q8IYM2,ENSG00000172123,SLFN12,schlafen family member 12,NonMito,,,,Other,,,,,,
Q6IEE8,ENSG00000205045,SLFN12L,schlafen family member 12 like,NonMito,,,,Other,,,,,,
Q68D06,ENSG00000154760,SLFN13,schlafen family member 13,NonMito,,,Cytokinetic bridge (Approved),Other,,,,,,
P0C7P3,ENSG00000236320,SLFN14,schlafen family member 14,NonMito,,,,Other,,,,,,
Q08AF3,ENSG00000166750,SLFN5,schlafen family member 5,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q499Z3,ENSG00000171790,SLFNL1,schlafen like 1,NonMito,,,Cytosol (Approved),Other,,,,,,
Q9GZT3,ENSG00000119705,SLIRP,SRA stem-loop interacting RNA binding protein,Mito,Matrix,Mitochondrial central dogma;mtRNA metabolism;mtRNA stability and decay;Mitochondrial central dogma;Translation,Mitochondria (Supported),Other,,,,,,
O75093,ENSG00000187122,SLIT1,slit guidance ligand 1,NonMito,,,Plasma membrane (Approved),Other,,,,,,
O94813,ENSG00000145147,SLIT2,slit guidance ligand 2,NonMito,,,,Other,,,,,,
O75094,ENSG00000184347,SLIT3,slit guidance ligand 3,NonMito,,,Cell Junctions (Supported),Other,,,,,,
Q96PX8,ENSG00000178235,SLITRK1,SLIT and NTRK like family member 1,NonMito,,,,Other,,,,,,
Q9H156,ENSG00000185985,SLITRK2,SLIT and NTRK like family member 2,NonMito,,,,Other,,,,,,
O94933,ENSG00000121871,SLITRK3,SLIT and NTRK like family member 3,NonMito,,,Mitochondria (Approved),Other,,,,,,
Q8IW52,ENSG00000179542,SLITRK4,SLIT and NTRK like family member 4,NonMito,,,Microtubules (Uncertain),Other,,,,,,
O94991,ENSG00000165300,SLITRK5,SLIT and NTRK like family member 5,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9H5Y7,ENSG00000184564,SLITRK6,SLIT and NTRK like family member 6,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q9H2G2,ENSG00000065613,SLK,STE20 like kinase,NonMito,,,Cytosol;Plasma membrane (Approved),Other,,,,,,
Q14BN4,ENSG00000163681,SLMAP,sarcolemma associated protein,NonMito,,,Endoplasmic reticulum (Approved),Other,,,,,,
O00631,ENSG00000170290,SLN,sarcolipin,NonMito,,,Microtubules (Approved),Other,,,,,,
P03973,ENSG00000124107,SLPI,secretory leukocyte peptidase inhibitor,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q9NWH9,ENSG00000137776,SLTM,SAFB like transcription modulator,NonMito,,,Nuclear bodies;Nucleoplasm (Enhanced),Other,,,,,,
O95391,ENSG00000164609,SLU7,"SLU7 homolog, splicing factor",NonMito,,,Nucleoplasm (Approved),Other,,,,,,
P55000,ENSG00000126233,SLURP1,secreted LY6/PLAUR domain containing 1,NonMito,,,,Other,,,,,,
0,ENSG00000132207,SLX1A,"SLX1 homolog A, structure-specific endonuclease subunit",NonMito,,,Nucleoplasm (Approved),Other,,,,,,
0,ENSG00000181625,SLX1B,"SLX1 homolog B, structure-specific endonuclease subunit",NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q8IY92,ENSG00000188827,SLX4,SLX4 structure-specific endonuclease subunit,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q5VYV7,ENSG00000149346,SLX4IP,SLX4 interacting protein,NonMito,,,Cytosol (Approved),Other,,,,,,
Q15797,ENSG00000170365,SMAD1,SMAD family member 1,NonMito,,,Cytosol;Nucleoplasm (Supported),Other,,,,,,
Q15796,ENSG00000175387,SMAD2,SMAD family member 2,NonMito,,,Cytosol;Nucleoli;Nucleoplasm (Supported),Other,,,,,,
P84022,ENSG00000166949,SMAD3,SMAD family member 3,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q13485,ENSG00000141646,SMAD4,SMAD family member 4,NonMito,,,Cytosol;Nucleoplasm (Supported),Other,,,,,,
Q99717,ENSG00000113658,SMAD5,SMAD family member 5,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
O43541,ENSG00000137834,SMAD6,SMAD family member 6,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
O15105,ENSG00000101665,SMAD7,SMAD family member 7,NonMito,,,Cytosol;Nucleoplasm (Supported),Other,,,,,,
O15198,ENSG00000120693,SMAD9,SMAD family member 9,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q0VAQ4,ENSG00000170545,SMAGP,small cell adhesion glycoprotein,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q8IYB5,ENSG00000112305,SMAP1,small ArfGAP 1,NonMito,,,Cytosol;Plasma membrane (Approved),Other,,,,,,
Q8WU79,ENSG00000084070,SMAP2,small ArfGAP2,NonMito,,,,Other,,,,,,
P28370,ENSG00000102038,SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P51531,ENSG00000080503,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",NonMito,,,Nucleoplasm;Vesicles (Approved),Other,,,,,,
P51532,ENSG00000127616,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",NonMito,,,Nucleoplasm (Supported),Other,,,,,,
O60264,ENSG00000153147,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9H4L7,ENSG00000163104,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1",NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q9NZC9,ENSG00000138375,SMARCAL1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1",NonMito,,,,Other,,,,,,
Q12824,ENSG00000099956|ENSG00000275837,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q92922,ENSG00000173473,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q8TAQ2,ENSG00000139613,SMARCC2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2",NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q96GM5,ENSG00000066117,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q92925,ENSG00000108604,SMARCD2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q6STE5,ENSG00000082014,SMARCD3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q969G3,ENSG00000073584,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q14683,ENSG00000072501,SMC1A,structural maintenance of chromosomes 1A,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q8NDV3,ENSG00000077935,SMC1B,structural maintenance of chromosomes 1B,NonMito,,,Cytosol;Nucleoplasm (Supported),Other,,,,,,
O95347,ENSG00000136824,SMC2,structural maintenance of chromosomes 2,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9UQE7,ENSG00000108055,SMC3,structural maintenance of chromosomes 3,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9NTJ3,ENSG00000113810,SMC4,structural maintenance of chromosomes 4,NonMito,,,Cytosol;Nuclear speckles (Supported),Other,,,,,,
Q8IY18,ENSG00000198887,SMC5,structural maintenance of chromosomes 5,NonMito,,,Nuclear speckles (Supported),Other,,,,,,
Q96SB8,ENSG00000163029,SMC6,structural maintenance of chromosomes 6,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
A6NHR9,ENSG00000101596,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q147U7,ENSG00000214097,SMCO1,single-pass membrane protein with coiled-coil domains 1,NonMito,,,,Other,,,,,,
A6NFE2,ENSG00000165935,SMCO2,single-pass membrane protein with coiled-coil domains 2,NonMito,,,,Other,,,,,,
A2RU48,ENSG00000179256,SMCO3,single-pass membrane protein with coiled-coil domains 3,NonMito,,,,Other,,,,,,
Q9NRQ5,ENSG00000166002,SMCO4,single-pass membrane protein with coiled-coil domains 4,NonMito,,,,Other,,,,,,
P49901,ENSG00000163206,SMCP,sperm mitochondria associated cysteine rich protein,NonMito,,,,Other,,,,,,
Q8TEV9,ENSG00000176994|ENSG00000283741,SMCR8,SMCR8-C9orf72 complex subunit,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
0,,SMCR9,"Smith-Magenis syndrome chromosome region, candidate 9",NonMito,,,,Other,,,,,,
Q9H4I9,ENSG00000183172|ENSG00000272835|ENSG00000272901|ENSG00000274112,SMDT1,single-pass membrane protein with aspartate rich tail 1,Mito,MIM,Signaling;Calcium homeostasis;Calcium cycle;Small molecule transport;Calcium uniporter,Mitochondria (Supported),Other,,,,,,
Q96Q15,ENSG00000157106,SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9UPR3,ENSG00000198952,SMG5,SMG5 nonsense mediated mRNA decay factor,NonMito,,,Cytoplasmic bodies (Uncertain),Other,,,,,,
Q86US8,ENSG00000070366,SMG6,SMG6 nonsense mediated mRNA decay factor,NonMito,,,Nucleoli (Supported),Other,,,,,,
Q92540,ENSG00000116698,SMG7,SMG7 nonsense mediated mRNA decay factor,NonMito,,,Cytosol;Intermediate filaments (Supported),Other,,,,,,
Q8ND04,ENSG00000167447,SMG8,SMG8 nonsense mediated mRNA decay factor,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9H0W8,ENSG00000105771,SMG9,SMG9 nonsense mediated mRNA decay factor,NonMito,,,Cytosol;Mitochondria (Approved),Other,,,,,,
B2RUZ4,ENSG00000235169,SMIM1,small integral membrane protein 1 (Vel blood group),NonMito,,,,Other,,,,,,
P0DMW3,ENSG00000184785,SMIM10,small integral membrane protein 10,NonMito,,,,Other,,,,,,
A0A0G2JPJ8,ENSG00000256537,SMIM10L1,small integral membrane protein 10 like 1,NonMito,,,,Other,,,,,,
P58511,ENSG00000205670,SMIM11A,small integral membrane protein 11A,NonMito,,,Focal adhesion sites (Approved),Other,,,,,,
Q96EX1,ENSG00000163866,SMIM12,small integral membrane protein 12,NonMito,,,Mitochondria (Approved),Other,,,,,,
P0DJ93,ENSG00000224531,SMIM13,small integral membrane protein 13,NonMito,,,Golgi apparatus;Nuclear membrane;Nucleoplasm (Approved),Other,,,,,,
Q96QK8,ENSG00000163683,SMIM14,small integral membrane protein 14,NonMito,,,,Other,,,,,,
Q7Z3B0,ENSG00000188725,SMIM15,small integral membrane protein 15,NonMito,,,,Other,,,,,,
P0DL12,ENSG00000268182,SMIM17,small integral membrane protein 17,NonMito,,,Vesicles (Approved),Other,,,,,,
P0DKX4,ENSG00000253457,SMIM18,small integral membrane protein 18,NonMito,,,Nucleoplasm (Uncertain),Other,,,,,,
Q96E16,ENSG00000176209,SMIM19,small integral membrane protein 19,NonMito,,,Nuclear speckles (Approved),Other,,,,,,
Q9BVW6,ENSG00000139656,SMIM2,small integral membrane protein 2,NonMito,,,Nuclear bodies;Nucleoplasm (Uncertain),Other,,,,,,
Q8N5G0,ENSG00000250317,SMIM20,small integral membrane protein 20,Mito,MIM,OXPHOS;Complex IV;CIV assembly factors;OXPHOS;OXPHOS assembly factors,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q3B7S5,ENSG00000206026,SMIM21,small integral membrane protein 21,NonMito,,,,Other,,,,,,
K7EJ46,ENSG00000267795,SMIM22,small integral membrane protein 22,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
O75264,ENSG00000095932,SMIM24,small integral membrane protein 24,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q86T20,ENSG00000186577,SMIM29,small integral membrane protein 29,NonMito,,,,Other,,,,,,
Q9BZL3,ENSG00000256235,SMIM3,small integral membrane protein 3,NonMito,,,Vesicles (Approved),Other,,,,,,
Q8WVI0,ENSG00000168273,SMIM4,small integral membrane protein 4,NonMito,,,Mitochondria;Nucleoplasm (Approved),Other,,,,,,
Q4W5P6,ENSG00000164112,SMIM43,small integral membrane protein 43,NonMito,,,,Other,,,,,,
Q71RC9,ENSG00000204323,SMIM5,small integral membrane protein 5,NonMito,,,Vesicles (Approved),Other,,,,,,
P0DI80,ENSG00000259120,SMIM6,small integral membrane protein 6,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9BQ49,ENSG00000214046,SMIM7,small integral membrane protein 7,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q96KF7,ENSG00000111850,SMIM8,small integral membrane protein 8,Mito,MOM,0,Vesicles (Approved),Other,,,,,,
A6NGZ8,ENSG00000203870,SMIM9,small integral membrane protein 9,NonMito,,,,Other,,,,,,
H3BMG3,ENSG00000240204,SMKR1,small lysine rich protein 1,NonMito,,,Nucleoli (Approved),Other,,,,,,
H3BR10,ENSG00000256162,SMLR1,small leucine rich protein 1,NonMito,,,,Other,,,,,,
0,ENSG00000172062|ENSG00000205571|ENSG00000273772|ENSG00000275349|ENSG00000277773,SMN1,"survival of motor neuron 1, telomeric",NonMito,,,Cytosol;Nuclear bodies (Supported),Other,,,,,,
0,ENSG00000205571|ENSG00000273772|ENSG00000277773,SMN2,"survival of motor neuron 2, centromeric",NonMito,,,,Other,,,,,,
O75940,ENSG00000119953,SMNDC1,survival motor neuron domain containing 1,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q99835,ENSG00000128602,SMO,"smoothened, frizzled class receptor",NonMito,,,,Other,,,,,,
Q9H4F8,ENSG00000198732,SMOC1,SPARC related modular calcium binding 1,NonMito,,,Plasma membrane (Approved),Other,,,,,,
Q9H3U7,ENSG00000112562,SMOC2,SPARC related modular calcium binding 2,NonMito,,,,Other,,,,,,
Q9NWM0,ENSG00000088826,SMOX,spermine oxidase,NonMito,,,Nuclear membrane (Supported),Other,,,,,,
P17405,ENSG00000166311,SMPD1,sphingomyelin phosphodiesterase 1,NonMito,,,,Other,,,,,,
O60906,ENSG00000135587,SMPD2,sphingomyelin phosphodiesterase 2,NonMito,,,Plasma membrane;Vesicles (Approved),Other,,,,,,
Q9NY59,ENSG00000103056,SMPD3,sphingomyelin phosphodiesterase 3,NonMito,,,Endoplasmic reticulum (Supported),Other,,,,,,
Q9NXE4,ENSG00000136699,SMPD4,sphingomyelin phosphodiesterase 4,NonMito,,,Nuclear membrane (Approved),Other,,,,,,
Q92484,ENSG00000172594,SMPDL3A,sphingomyelin phosphodiesterase acid like 3A,NonMito,,,Mitochondria;Nucleoli;Nucleoplasm (Approved),Other,,,,,,
Q92485,ENSG00000130768,SMPDL3B,sphingomyelin phosphodiesterase acid like 3B,NonMito,,,Cytosol;Golgi apparatus (Approved),Other,,,,,,
Q9UHP9,ENSG00000091482,SMPX,small muscle protein X-linked,NonMito,,,Plasma membrane (Approved),Other,,,,,,
Q99954,ENSG00000109208,SMR3A,submaxillary gland androgen regulated protein 3A,NonMito,,,,Other,,,,,,
P02814,ENSG00000171201,SMR3B,submaxillary gland androgen regulated protein 3B,NonMito,,,,Other,,,,,,
P52788,ENSG00000102172,SMS,spermine synthase,NonMito,,,Nuclear bodies (Approved),Other,,,,,,
P53814,ENSG00000183963,SMTN,smoothelin,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
E9PPJ3,ENSG00000214872,SMTNL1,smoothelin like 1,NonMito,,,,Other,,,,,,
Q2TAL5,ENSG00000188176,SMTNL2,smoothelin like 2,NonMito,,,,Other,,,,,,
Q2TAY7,ENSG00000122692,SMU1,SMU1 DNA replication regulator and spliceosomal factor,NonMito,,,Vesicles (Approved),Other,,,,,,
Q53HV7,ENSG00000123415,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9HCE7,ENSG00000198742|ENSG00000284126,SMURF1,SMAD specific E3 ubiquitin protein ligase 1,NonMito,,,Vesicles (Uncertain),Other,,,,,,
Q9HAU4,ENSG00000108854,SMURF2,SMAD specific E3 ubiquitin protein ligase 2,NonMito,,,Nuclear speckles (Supported),Other,,,,,,
Q8NB12,ENSG00000115593,SMYD1,SET and MYND domain containing 1,NonMito,,,,Other,,,,,,
Q9NRG4,ENSG00000143499,SMYD2,SET and MYND domain containing 2,NonMito,,,Cytosol (Approved),Other,,,,,,
Q9H7B4,ENSG00000185420,SMYD3,SET and MYND domain containing 3,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q8IYR2,ENSG00000186532,SMYD4,SET and MYND domain containing 4,NonMito,,,Golgi apparatus;Vesicles (Approved),Other,,,,,,
Q6GMV2,ENSG00000135632,SMYD5,SMYD family member 5,NonMito,,,Mitochondria (Approved),Other,,,,,,
O95863,ENSG00000124216,SNAI1,snail family transcriptional repressor 1,NonMito,,,Cytosol;Nucleoplasm (Supported),Other,,,,,,
O43623,ENSG00000019549,SNAI2,snail family transcriptional repressor 2,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q3KNW1,ENSG00000185669,SNAI3,snail family transcriptional repressor 3,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
O00161,ENSG00000092531,SNAP23,synaptosome associated protein 23,NonMito,,,Plasma membrane (Supported),Other,,,,,,
P60880,ENSG00000132639,SNAP25,synaptosome associated protein 25,NonMito,,,Cytosol;Plasma membrane (Approved),Other,,,,,,
O95721,ENSG00000099940,SNAP29,synaptosome associated protein 29,Mito,IMS,Mitochondrial dynamics and surveillance;Autophagy,Cytosol (Supported),Other,,,,,,
Q5SQN1,ENSG00000143740,SNAP47,synaptosome associated protein 47,NonMito,,,Cytosol (Approved),Other,,,,,,
O60641,ENSG00000065609,SNAP91,synaptosome associated protein 91,NonMito,,,Centrosome;Cytosol (Uncertain),Other,,,,,,
Q16533,ENSG00000023608,SNAPC1,small nuclear RNA activating complex polypeptide 1,NonMito,,,Nucleoli (Enhanced),Other,,,,,,
Q13487,ENSG00000104976,SNAPC2,small nuclear RNA activating complex polypeptide 2,NonMito,,,Nuclear bodies;Nucleoplasm (Supported),Other,,,,,,
Q92966,ENSG00000164975,SNAPC3,small nuclear RNA activating complex polypeptide 3,NonMito,,,Nuclear bodies;Nucleoplasm (Supported),Other,,,,,,
Q5SXM2,ENSG00000165684,SNAPC4,small nuclear RNA activating complex polypeptide 4,NonMito,,,Nuclear membrane;Nucleoplasm (Approved),Other,,,,,,
O75971,ENSG00000174446,SNAPC5,small nuclear RNA activating complex polypeptide 5,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
O95295,ENSG00000143553,SNAPIN,SNAP associated protein,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
P37840,ENSG00000145335,SNCA,synuclein alpha,NonMito,,,,Other,,,,,,
Q9Y6H5,ENSG00000064692,SNCAIP,synuclein alpha interacting protein,NonMito,,,Cytoplasmic bodies (Supported),Other,,,,,,
Q16143,ENSG00000074317,SNCB,synuclein beta,NonMito,,,,Other,,,,,,
O76070,ENSG00000173267,SNCG,synuclein gamma,NonMito,,,Centrosome (Supported),Other,,,,,,
Q7KZF4,ENSG00000197157,SND1,staphylococcal nuclease and tudor domain containing 1,Mito,unknown,0,Cytosol (Enhanced),Other,,,,,,
Q8TER0,ENSG00000162804,SNED1,"sushi, nidogen and EGF like domains 1",NonMito,,,,Other,,,,,,
